idx,dp_HPWL,time
314,1782671.0,8.876096725463867
315,1154188.0,8.007963180541992
316,2703816.0,9.672622203826904
317,1828564.0,8.730015754699707
318,1150077.0,8.195428848266602
319,1274439.0,7.723059177398682
320,2663028.0,12.05198359489441
321,959103.0,6.960940361022949
322,961678.0,6.787050724029541
323,2413009.0,8.461880922317505
324,2212687.0,8.106367349624634
325,3695375.0,12.427899599075317
326,969900.0,7.1797144412994385
327,2124866.0,10.714136838912964
328,4659466.0,15.176913499832153
329,1084901.0,6.771123170852661
330,1666080.0,7.711315870285034
331,2901101.0,9.759670972824097
332,3094572.0,11.420267105102539
333,4039889.0,13.04997730255127
334,2899891.0,11.388997077941895
335,742996.0,6.963696241378784
336,2684629.0,9.01130986213684
337,381117.0,6.328941106796265
338,5981906.0,14.428464889526367
339,1822933.0,9.197263479232788
340,2104883.0,9.505357503890991
341,851502.0,6.872522830963135
342,2659958.0,10.27673625946045
343,1454941.0,8.302932739257812
344,1099868.0,7.555988788604736
345,1057721.0,6.381397485733032
346,6135951.0,14.041028261184692
347,3677661.0,12.348936080932617
348,2631416.0,8.806127548217773
349,996981.0,7.340190172195435
350,2550773.0,12.869751930236816
351,2837140.0,9.110588073730469
352,1855153.0,10.278009414672852
353,4403732.0,13.84798789024353
354,4752869.0,10.75058388710022
355,1379645.0,7.10169243812561
356,1376394.0,7.368351697921753
357,539221.0,7.016058921813965
358,2642695.0,10.041275262832642
359,1622039.0,7.839534044265747
360,3232337.0,11.365769863128662
361,1826486.0,8.935037612915039
362,1010878.0,7.448469638824463
363,2631748.0,11.049374103546143
364,1508877.0,8.956032037734985
365,2545216.0,10.230509996414185
366,3274109.0,13.01192569732666
367,2052401.0,8.679010152816772
368,729991.0,6.914259433746338
369,1552134.0,8.39060091972351
370,3128649.0,12.097835779190063
371,1562885.0,9.140257596969604
372,4130310.0,14.511880874633789
373,1477656.0,8.30907678604126
374,2302910.0,9.128952026367188
375,2469701.0,10.781287431716919
376,2834034.0,10.649662017822266
377,5149852.0,13.606757640838623
378,1946616.0,8.853887557983398
379,3429194.0,11.830868005752563
380,3213672.0,11.052497863769531
381,7383772.0,16.760750770568848
382,2476631.0,10.1946861743927
383,4499134.0,12.255424499511719
384,3381867.0,11.135979175567627
385,2644365.0,9.724394798278809
386,1186852.0,7.959905385971069
387,2255348.0,9.747547149658203
388,2128476.0,8.607678174972534
389,1240813.0,7.943270444869995
390,3611774.0,11.35381555557251
391,388309.0,6.61927342414856
392,3653829.0,11.423758268356323
393,3765989.0,12.499850511550903
394,1985509.0,8.291094779968262
395,2154058.0,8.357121706008911
396,531043.0,6.346143960952759
397,3375527.0,9.959893465042114
398,2479592.0,9.711430549621582
399,2045077.0,9.097620487213135
400,4058669.0,11.983417272567749
401,2905253.0,9.638555526733398
402,475264.0,6.497842311859131
403,1324597.0,8.660903692245483
404,2577453.0,11.533819675445557
405,1564987.0,7.859508037567139
406,1284159.0,7.351212501525879
407,4289638.0,14.107545137405396
408,617106.0,6.687296152114868
409,1134498.0,7.359208822250366
410,2356334.0,11.571865320205688
411,1862902.0,9.009949207305908
412,2257392.0,10.09288239479065
413,961761.0,7.2351884841918945
414,1822503.0,8.813929319381714
415,4562522.0,12.108502864837646
416,975562.0,7.64861273765564
417,2007725.0,9.80533480644226
418,2308176.0,10.450202941894531
419,3815611.0,10.972463607788086
420,1218143.0,8.153223037719727
421,3063982.0,12.75432562828064
422,6674498.0,14.330956935882568
423,3753008.0,12.860355138778687
424,1789223.0,8.386329174041748
425,333654.0,6.501704931259155
426,1471512.0,9.985494613647461
427,6685429.0,16.046525478363037
428,1793430.0,8.878864049911499
429,3018151.0,10.958208799362183
430,2882587.0,12.007054090499878
431,912934.0,6.904140472412109
432,4507346.0,13.611176013946533
433,1599290.0,7.182754993438721
434,4778082.0,14.528768062591553
435,3436266.0,11.20218300819397
436,1075455.0,7.935860633850098
437,5040477.0,14.299941778182983
438,859032.0,7.380216360092163
439,2234077.0,8.130728960037231
440,1746197.0,8.473819732666016
441,593815.0,7.143458843231201
442,1987158.0,9.373995780944824
443,4929323.0,14.095349311828613
444,6024104.0,16.413271188735962
445,1280652.0,7.261777400970459
446,730372.0,6.764458417892456
447,7769302.0,18.51906967163086
448,540119.0,6.495440721511841
449,4481884.0,13.161566495895386
450,2721120.0,10.449981689453125
451,3520452.0,13.574522495269775
452,396139.0,6.706720352172852
453,1929549.0,7.874300956726074
454,4079916.0,11.149200677871704
455,674226.0,6.834973335266113
456,1115570.0,7.936757802963257
457,1404946.0,8.076072931289673
458,7449783.0,17.237807035446167
459,4466882.0,15.000833749771118
460,325963.0,6.50274395942688
461,6893300.0,15.931341648101807
462,2166449.0,8.838775873184204
463,5602605.0,13.34109902381897
464,4204583.0,12.55800199508667
465,1257241.0,8.32116174697876
466,832491.0,7.083309888839722
467,1077724.0,7.291823148727417
468,1008963.0,7.506496906280518
469,2020221.0,8.222752809524536
470,3087581.0,10.634858846664429
471,650999.0,7.340771913528442
472,3586326.0,12.675659894943237
473,2692171.0,10.627042293548584
474,3658329.0,12.848118305206299
475,4112480.0,12.452054738998413
476,3100027.0,10.109240770339966
477,2389109.0,10.493263006210327
478,1489378.0,7.346550226211548
